id,title,Carrera UGM,UGM
2006,Ingeniería Civil en Minas,,
2007,Ingeniería Civil en Industrial,,
2008,Ingeniería Civil en Industrial,,
2009,Ingeniería Civil Informática,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
2010,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2011,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2012,Ingeniería en Construcción,,
2013,Ingeniería en Construcción,,
2014,Ingeniería en Gestión de Negocios Internacioles,,
2015,Ingeniería en Medio Ambiente y Recursos Naturales,,
2016,Ingeniería en Prevención de Riesgos,,
2017,Ingeniería en Prevención de Riesgos,,
2018,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
2019,Medicina Veterinaria,,
2020,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
2021,Odontología,,
2022,Pedagogía en Artes Visuales,,
2023,Pedagogía en Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
2024,Pedagogía en Educación Física,PEDAGOGIA EN EDUCACION FISICA DIURNO,EDFISG1
2025,Pedagogía en Historia y Ciencias Sociales,,
2026,Pedagogía en Inglés,,
2027,Pedagogía en Lenguaje y Literatura,,
2028,Periodismo,,
2029,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2030,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2031,Psicopedagogía,,
2032,Psicopedagogía,,
2033,Relaciones Públicas,,
2034,Sociología,,
2035,Tecnología Médica,,
2036,Terapia Ocupacional,TERAPIA OCUPACIONAL DIURNO,TEOCSG1
2037,Trabajo Social,,
2038,Administración de Empresas con mención en Gestión de Personas,,
2039,Administración de Empresas con mención en Gestión de Personas,,
2040,Administración de Empresas con mención en Gestión de Personas,,
2041,Administración de Empresas con mención en Gestión de Personas,,
2042,Administración de Empresas con mención en Gestión de Personas,,
2043,Administración de Empresas con mención en Gestión de Personas,,
2044,Administración de Empresas con mención en Gestión de Personas,,
2045,Administración de Empresas con mención en Gestión de Personas,,
2046,Administración de Empresas con mención en Gestión de Personas,,
2047,Administración de Empresas con mención en Gestión de Personas,,
2048,Administración de Empresas con mención en Gestión de Personas,,
2049,Administración de Empresas con mención en Gestión de Personas,,
2050,Contador Auditor,,
2051,Contador Auditor,,
2052,Contador Auditor,,
2053,Contador Auditor,,
2054,Contador Auditor,,
2055,Contador Auditor,,
2056,Contador Auditor,,
2057,Contador Auditor,,
2058,Contador Auditor,,
2059,Contador Auditor,,
2060,Contador Auditor,,
2061,Contador Auditor,,
2062,Contador Auditor,,
2063,Contador Auditor,,
2064,Contador Auditor,,
2065,Contador Auditor,,
2066,Contador Auditor,,
2067,Contador Auditor,,
2068,Contador Auditor,,
2069,Contador Auditor,,
2070,Contador Auditor,,
2071,Contador Auditor,,
2072,Enfermería,ENFERMERIA DIURNO,ENFESG1
2073,Enfermería,ENFERMERIA DIURNO,ENFESG1
2074,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2075,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2076,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2077,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2078,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2079,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2080,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2081,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2082,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2083,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2084,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2085,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2086,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2087,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2088,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2089,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2090,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2091,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2092,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2093,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2094,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2095,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2096,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2097,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2098,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2099,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2100,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2101,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2102,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2103,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2104,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2105,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2106,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2107,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2108,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2109,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2110,Ingeniería Electrónica,,
2111,Ingeniería Electrónica,,
2112,Ingeniería Electrónica,,
2113,Ingeniería Electrónica,,
2114,Ingeniería Electrónica,,
2115,Ingeniería Electrónica,,
2116,Ingeniería Electrónica,,
2117,Ingeniería Electrónica,,
2118,Ingeniería Electrónica,,
2119,Ingeniería Electrónica,,
2120,Ingeniería Electrónica,,
2121,Ingeniería Electrónica,,
2122,Ingeniería en Administración de Empresas mención Finanzas,,
2123,Ingeniería en Administración de Empresas mención Finanzas,,
2124,Ingeniería en Administración de Empresas mención Finanzas,,
2125,Ingeniería en Administración de Empresas mención Finanzas,,
2126,Ingeniería en Administración de Empresas mención Finanzas,,
2127,Ingeniería en Administración de Empresas mención Finanzas,,
2128,Ingeniería en Administración de Empresas mención Finanzas,,
2129,Ingeniería en Administración de Empresas mención Finanzas,,
2130,Ingeniería en Administración de Empresas mención Finanzas,,
2131,Ingeniería en Administración de Empresas mención Finanzas,,
2132,Ingeniería en Administración de Empresas mención Finanzas,,
2133,Ingeniería en Administración de Empresas mención Finanzas,,
2134,Ingeniería en Administración de Empresas mención Finanzas,,
2135,Ingeniería en Administración de Empresas mención Finanzas,,
2136,Ingeniería en Administración de Empresas mención Finanzas,,
2137,Ingeniería en Administración de Empresas mención Finanzas,,
2138,Ingeniería en Administración de Empresas mención Finanzas,,
2139,Ingeniería en Administración de Empresas mención Finanzas,,
2140,Ingeniería en Administración de Empresas mención Finanzas,,
2141,Ingeniería en Administración de Empresas mención Finanzas,,
2142,Ingeniería en Administración de Empresas mención Finanzas,,
2143,Ingeniería en Administración de Empresas mención Finanzas,,
2144,Ingeniería en Administración de Empresas mención Finanzas,,
2145,Ingeniería en Administración de Empresas mención Finanzas,,
2146,Ingeniería en Administración de Empresas mención Finanzas,,
2147,Ingeniería en Administración de Empresas mención Finanzas,,
2148,Ingeniería en Administración de Empresas mención Finanzas,,
2149,Ingeniería en Administración de Empresas mención Finanzas,,
2150,Ingeniería en Administración de Empresas mención Finanzas,,
2151,Ingeniería en Administración de Empresas mención Finanzas,,
2152,Ingeniería en Administración de Empresas mención Finanzas,,
2153,Ingeniería en Administración de Empresas mención Finanzas,,
2154,Ingeniería en Administración de Empresas mención Finanzas,,
2155,Ingeniería en Administración de Empresas mención Finanzas,,
2156,Ingeniería en Administración de Empresas mención Finanzas,,
2157,Ingeniería en Administración de Empresas mención Finanzas,,
2158,Ingeniería en Administración de Empresas mención Finanzas,,
2159,Ingeniería en Administración de Empresas mención Finanzas,,
2160,Ingeniería en Administración de Empresas mención Finanzas,,
2161,Ingeniería en Administración de Empresas mención Finanzas,,
2162,Ingeniería en Administración de Empresas mención Finanzas,,
2163,Ingeniería en Administración de Empresas mención Finanzas,,
2164,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2165,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2166,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2167,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2168,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2169,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2170,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2171,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2172,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2173,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2174,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2175,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2176,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2177,Ingeniería en Administración de Empresas mención Gestión de Personas,,
2178,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2179,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2180,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2181,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2182,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2183,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2184,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2185,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2186,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2187,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2188,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2189,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2190,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2191,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2192,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2193,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2194,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2195,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2196,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2197,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2198,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2199,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2200,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2201,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2202,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2203,Ingeniería en Administración de Empresas mención Marketing y Ventas,,
2204,Administración en Hotelería y Servicios,,
2205,Administración en Hotelería y Servicios,,
2206,Administración en Hotelería y Servicios,,
2207,Administración en Hotelería y Servicios,,
2208,Administración en Hotelería y Servicios,,
2209,Administración Gastronómica Internacional,,
2210,Administración Gastronómica Internacional,,
2211,Administración Gastronómica Internacional,,
2212,Administración Gastronómica Internacional,,
2213,Administración Gastronómica Internacional,,
2214,Administración Gastronómica Internacional,,
2215,Administración Gastronómica Internacional,,
2216,Administración Gastronómica Internacional,,
2217,Administración Gastronómica Internacional,,
2218,Administración Turística Internacional,,
2219,Administración Turística Internacional,,
2220,Administración Turística Internacional,,
2221,Construcción Civil,,
2222,Construcción Civil,,
2223,Construcción Civil,,
2224,Construcción Civil,,
2225,Construcción Civil,,
2226,Construcción Civil,,
2227,Construcción Civil,,
2228,Construcción Civil,,
2229,Construcción Civil,,
2230,Construcción Civil,,
2231,Construcción Civil,,
2232,Construcción Civil,,
2233,Construcción Civil,,
2234,Construcción Civil,,
2235,Construcción Civil,,
2236,Construcción Civil,,
2237,Construcción Civil,,
2238,Construcción Civil,,
2239,Construcción Civil,,
2240,Construcción Civil,,
2241,Construcción Civil,,
2242,Construcción Civil,,
2243,Construcción Civil,,
2244,Construcción Civil,,
2245,Diseño de Moda,,
2246,Diseño de Moda,,
2247,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2248,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2249,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2250,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2251,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2252,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2253,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2254,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2255,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2256,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2257,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2258,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2259,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2260,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2261,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2262,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2263,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2264,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2265,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2266,Diseño Gráfico Profesional,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2267,Ingeniería Agrícola,,
2268,Ingeniería Agrícola,,
2269,Ingeniería Agrícola,,
2270,Ingeniería Agrícola,,
2271,Ingeniería Agrícola,,
2272,Ingeniería Agrícola,,
2273,Ingeniería Agrícola,,
2274,Ingeniería Agrícola,,
2275,Ingeniería Agrícola,,
2276,Ingeniería Agrícola,,
2277,Ingeniería Agrícola,,
2278,Ingeniería Agrícola,,
2279,Ingeniería en Climatización,,
2280,Ingeniería en Climatización,,
2281,Ingeniería en Climatización,,
2282,Ingeniería en Climatización,,
2283,Ingeniería en Comercio Exterior,,
2284,Ingeniería en Comercio Exterior,,
2285,Ingeniería en Geomensura,,
2286,Ingeniería en Geomensura,,
2287,Ingeniería en Geomensura,,
2288,Ingeniería en Geomensura,,
2289,Ingeniería en Geomensura,,
2290,Ingeniería en Geomensura,,
2291,Ingeniería en Maquinaria Pesada y Vehículos Automotrices,,
2292,Ingeniería en Maquinaria Pesada y Vehículos Automotrices,,
2293,Ingeniería en Maquinaria Pesada y Vehículos Automotrices,,
2294,Ingeniería en Maquinaria Pesada y Vehículos Automotrices,,
2295,Ingeniería en Maquinaria Pesada y Vehículos Automotrices,,
2296,Ingeniería en Maquinaria Pesada y Vehículos Automotrices,,
2297,Ingeniería en Maquinaria,,
2298,Ingeniería en Maquinaria,,
2299,Ingeniería en Maquinaria,,
2300,Ingeniería en Maquinaria,,
2301,Ingeniería en Maquinaria,,
2302,Ingeniería en Maquinaria,,
2303,Ingeniería en Maquinaria,,
2304,Ingeniería en Maquinaria,,
2305,Ingeniería en Maquinaria,,
2306,Ingeniería en Maquinaria,,
2307,Ingeniería en Maquinaria,,
2308,Ingeniería en Maquinaria,,
2309,Ingeniería en Maquinaria,,
2310,Ingeniería en Maquinaria,,
2311,Ingeniería en Maquinaria,,
2312,Ingeniería en Maquinaria,,
2313,Ingeniería en Maquinaria,,
2314,Ingeniería en Maquinaria,,
2315,Ingeniería en Maquinaria,,
2316,Ingeniería en Maquinaria,,
2317,Ingeniería en Maquinaria,,
2318,Ingeniería en Maquinaria,,
2319,Ingeniería en Maquinaria,,
2320,Ingeniería en Maquinaria,,
2321,Ingeniería en Maquinaria,,
2322,Ingeniería en Maquinaria,,
2323,Ingeniería en Maquinaria,,
2324,Ingeniería en Maquinaria,,
2325,Ingeniería en Maquinaria,,
2326,Ingeniería en Maquinaria,,
2327,Ingeniería en Metalurgia,,
2328,Ingeniería en Metalurgia,,
2329,Ingeniería en Metalurgia,,
2330,Ingeniería en Metalurgia,,
2331,Ingeniería en Minas,,
2332,Ingeniería en Minas,,
2333,Ingeniería en Minas,,
2334,Ingeniería en Minas,,
2335,Ingeniería en Minas,,
2336,Ingeniería en Minas,,
2337,Ingeniería en Minas,,
2338,Ingeniería en Minas,,
2339,Ingeniería en Prevención de Riesgos,,
2340,Ingeniería en Prevención de Riesgos,,
2341,Ingeniería en Prevención de Riesgos,,
2342,Ingeniería en Prevención de Riesgos,,
2343,Ingeniería en Prevención de Riesgos,,
2344,Ingeniería en Prevención de Riesgos,,
2345,Ingeniería en Prevención de Riesgos,,
2346,Ingeniería en Prevención de Riesgos,,
2347,Ingeniería en Prevención de Riesgos,,
2348,Ingeniería en Prevención de Riesgos,,
2349,Ingeniería en Prevención de Riesgos,,
2350,Ingeniería en Prevención de Riesgos,,
2351,Ingeniería en Prevención de Riesgos,,
2352,Ingeniería en Prevención de Riesgos,,
2353,Ingeniería en Prevención de Riesgos,,
2354,Ingeniería en Prevención de Riesgos,,
2355,Ingeniería en Prevención de Riesgos,,
2356,Ingeniería en Prevención de Riesgos,,
2357,Ingeniería en Prevención de Riesgos,,
2358,Ingeniería en Prevención de Riesgos,,
2359,Ingeniería en Prevención de Riesgos,,
2360,Ingeniería en Prevención de Riesgos,,
2361,Ingeniería en Prevención de Riesgos,,
2362,Ingeniería en Prevención de Riesgos,,
2363,Ingeniería en Producción Ganadera,,
2364,Ingeniería en Producción Ganadera,,
2365,Ingeniería en Producción Ganadera,,
2366,Ingeniería en Química Industrial,,
2367,Ingeniería en Química Industrial,,
2368,Ingeniería en Refrigeración,,
2369,Ingeniería en Refrigeración,,
2370,Ingeniería en Telecomunicaciones,,
2371,Ingeniería en Telecomunicaciones,,
2372,Ingeniería en Telecomunicaciones,,
2373,Ingeniería en Telecomunicaciones,,
2374,Ingeniería en Telecomunicaciones,,
2375,Ingeniería en Telecomunicaciones,,
2376,Ingeniería en Telecomunicaciones,,
2377,Ingeniería en Telecomunicaciones,,
2378,Ingeniería en Telecomunicaciones,,
2379,Ingeniería en Telecomunicaciones,,
2380,Ingeniería en Telecomunicaciones,,
2381,Ingeniería en Telecomunicaciones,,
2382,Ingeniería en Telecomunicaciones,,
2383,Ingeniería en Telecomunicaciones,,
2384,Ingeniería en Telecomunicaciones,,
2385,Ingeniería en Telecomunicaciones,,
2386,Ingeniería en Telecomunicaciones,,
2387,Ingeniería en Telecomunicaciones,,
2388,Ingeniería en Telecomunicaciones,,
2389,Ingeniería en Telecomunicaciones,,
2390,Ingeniería en Telecomunicaciones,,
2391,Ingeniería en Telecomunicaciones,,
2392,Ingeniería Mecánica en Mantenimiento Industrial,,
2393,Ingeniería Mecánica en Mantenimiento Industrial,,
2394,Ingeniería Mecánica en Mantenimiento Industrial,,
2395,Ingeniería Mecánica en Mantenimiento Industrial,,
2396,Ingeniería Mecánica en Mantenimiento Industrial,,
2397,Ingeniería Mecánica en Mantenimiento Industrial,,
2398,Ingeniería Mecánica en Mantenimiento Industrial,,
2399,Ingeniería Mecánica en Mantenimiento Industrial,,
2400,Ingeniería Mecánica en Mantenimiento Industrial,,
2401,Ingeniería Mecánica en Mantenimiento Industrial,,
2402,Ingeniería Mecánica en Mantenimiento Industrial,,
2403,Ingeniería Mecánica en Mantenimiento Industrial,,
2404,Ingeniería Mecánica en Producción Industrial,,
2405,Ingeniería Mecánica en Producción Industrial,,
2406,Ingeniería Mecánica en Producción Industrial,,
2407,Ingeniería Mecánica en Producción Industrial,,
2408,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
2409,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
2410,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
2411,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
2412,Pedagogía en Educación Media mención Artes Musicales,,
2413,Psicopedagogía,,
2414,Psicopedagogía,,
2415,Psicopedagogía,,
2416,Psicopedagogía,,
2417,Psicopedagogía,,
2418,Psicopedagogía,,
2419,Psicopedagogía,,
2420,Psicopedagogía,,
2421,Psicopedagogía,,
2422,Psicopedagogía,,
2423,Psicopedagogía,,
2424,Psicopedagogía,,
2425,Tecnología en Sonido,,
2426,Trabajo Social,,
2427,Trabajo Social,,
2428,Trabajo Social,,
2429,Trabajo Social,,
2430,Trabajo Social,,
2431,Trabajo Social,,
2432,Trabajo Social,,
2433,Trabajo Social,,
2434,Traductocción Inglés- Español,,
2435,Traductocción Inglés- Español,,
2436,Traductocción Inglés- Español,,
2437,Traductocción Inglés- Español,,
2438,Traductocción Inglés- Español,,
2439,Traductocción Inglés- Español,,
2440,Traductocción Inglés- Español,,
2441,Traductocción Inglés- Español,,
2442,Traductocción Inglés- Español,,
2443,Traductocción Inglés- Español,,
2444,Traductocción Inglés- Español,,
2445,Traductocción Inglés- Español,,
2446,Traductocción Inglés- Español,,
2447,Traductocción Inglés- Español,,
2448,Traductocción Inglés- Español,,
2449,Traductocción Inglés- Español,,
2450,Traductocción Inglés- Español,,
2451,Traductocción Inglés- Español,,
2452,Traductocción Inglés- Español,,
2453,Traductocción Inglés- Español,,
2454,Administración Pública,,
2455,Arquitectura,,
2456,Artes Visuales,,
2457,Comunicación Audiovisual - Cine,,
2458,Comunicación Audiovisual - Guiones,,
2459,Comunicación Audiovisual - Televisión,,
2460,Comunicación Audiovisual - Animación Digital,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2461,Comunicación Digital - Diseño y Desarrollo de videojuegos,,
2462,Comunicación Digital - Interacción en Medios Digitales,,
2463,Contador Auditor,,
2464,Danza y Coreografía,,
2465,Derecho,DERECHO DIURNO,DERESG1
2466,Diseño de Imagen,,
2467,Diseño Gráfico,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2468,Diseño Gráfico,ANIMACION Y DISEÑO DIGITAL DIURNO,ANDISG1
2469,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2470,Ingeniería Comercial,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2471,Ingeniería Comercial en Programa de Titulación y Licenciatura Universitaria,INGENIERIA COMERCIAL DIURNO,ICOMSG1
2472,Ingeniería en Control de Gestión,INGENIERÍA EN CONTROL DE GESTIÓN DIURNO,INCGSG1
2473,Ingeniería Informática Multimedia,INGENIERÍA EN INFORMÁTICA DIURNO,IINFSG1
2474,Música e Interpretación,,
2475,Música y Composición,,
2476,Periodismo,,
2477,Psicología,PSICOLOGÍA DIURNO,PSICSG1
2478,Publicidad,,
2479,Relaciones Públicas,,
2480,Teatro y Comunicación Escénica,,
2481,Trabajo Social,,
2482,Traducción e Interpretariado Bilingue (Inglés - Español),,
2483,Derecho,DERECHO DIURNO,DERESG1
2484,Derecho,DERECHO DIURNO,DERESG1
2485,Derecho,DERECHO DIURNO,DERESG1
2486,Derecho,DERECHO DIURNO,DERESG1
2487,Derecho,DERECHO DIURNO,DERESG1
2488,Derecho,DERECHO DIURNO,DERESG1
2489,Derecho,DERECHO DIURNO,DERESG1
2490,Derecho,DERECHO DIURNO,DERESG1
2491,Derecho,DERECHO DIURNO,DERESG1
2492,Derecho,DERECHO DIURNO,DERESG1
2493,Derecho,DERECHO DIURNO,DERESG1
2494,Derecho,DERECHO DIURNO,DERESG1
2495,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2496,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2497,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2498,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2499,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2500,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2501,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2502,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2503,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2504,Educación Parvularia,PEDAGOGIA EN EDUCACION PARVULARIA DIURNO,EDPASG1
2505,Enfermería,ENFERMERIA DIURNO,ENFESG1
2506,Enfermería,ENFERMERIA DIURNO,ENFESG1
2507,Enfermería,ENFERMERIA DIURNO,ENFESG1
2508,Enfermería,ENFERMERIA DIURNO,ENFESG1
2509,Enfermería,ENFERMERIA DIURNO,ENFESG1
2510,Enfermería,ENFERMERIA DIURNO,ENFESG1
2511,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2512,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2513,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2514,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2515,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2516,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2517,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2518,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2519,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2520,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2521,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2522,Fonoaudiología,FONOAUDIOLOGIA DIURNO,FONOSG1
2523,Geología,,
2524,Geología,,
2525,Geología,,
2526,Geología,,
2527,Ingeniería Civil en Minas,,
2528,Ingeniería Civil en Minas,,
2529,Ingeniería Civil en Minas,,
2530,Ingeniería Civil en Minas,,
2531,Ingeniería Civil en Minas,,
2532,Ingeniería Civil en Minas,,
2533,Ingeniería Civil en Minas,,
2534,Ingeniería Civil en Minas,,
2535,Ingeniería Civil en Minas,,
2536,Ingeniería Civil en Minas,,
2537,Ingeniería Industrial,,
2538,Ingeniería Industrial,,
2539,Ingeniería Industrial,,
2540,Ingeniería Industrial,,
2541,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
2542,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
2543,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
2544,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
2545,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
2546,Kinesiología,KINESIOLOGIA DIURNO,KINESG1
2547,Medicina,,
2548,Medicina,,
2549,Medicina Veterinaria,,
2550,Medicina Veterinaria,,
2551,Medicina Veterinaria,,
2552,Medicina Veterinaria,,
2553,Nutrición y Dietética,NUTRICION Y DIETETICA DIURNO,NUDISG1
